issue,title,url,independent,category,status,evidence,comment_count,current_capability,rationale,needed,demonstrated_modelsan_detection
3569,Pressure drop in Modelica.Fluid.Pipes.DynamicPipe when dynamic momentum balance is taken into account,https://github.com/modelica/ModelicaStandardLibrary/issues/3569,True,CONTRACT,Semantic oracle needed,Issue/discussion capability assessment; no execution verdict,2,Finite plausible wrong results generally pass numeric/domain checks; generic physical checks do not encode this contract.,DynamicPipe momentum pressure-drop claim needs discretization/refinement and conservation or analytic-solution checks.,"F4/F8: API metamorphic, analytic, thermodynamic or component-specific physical contracts.",False
3581,kg symbol of SIunits package,https://github.com/modelica/ModelicaStandardLibrary/issues/3581,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,12,None for the requested editorial/graphical change.,SIunits package icon typography is graphical presentation.,"Documentation, diagram, link and source-style validation.",False
3601,Support for n-Dimensional arrays in IO functions using HDF5 file format,https://github.com/modelica/ModelicaStandardLibrary/issues/3601,True,EXTERNAL,External/platform scope,Issue/discussion capability assessment; no execution verdict,2,"Modelica numerical sanitizers do not validate platform, file, C ABI or FMI protocols.",HDF5 multidimensional I/O is a format/API feature; requires shape-preserving I/O round-trip tests.,"F9: platform CI, C/ABI/resource instrumentation, file and FMI contract tests.",False
3611,Absence of FluidPower2MechTrans in Fluid library,https://github.com/modelica/ModelicaStandardLibrary/issues/3611,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,5,No detection claim: requested behavior/API must first be specified.,Fluid-to-translational power conversion is a missing component capability.,"API design, compatibility and targeted regression tests.",False
3624,Bug in the initial equation of Blocks.Sources.BooleanPulse,https://github.com/modelica/ModelicaStandardLibrary/issues/3624,True,EVENT,Temporal oracle needed,Issue-derived OMC witness; ModelSan path blocked; no detection credit,0,Executed probe blocked before relevant ModelSan observation; unrelated static warnings are not hits.,OMC phase-equivalent controls reproduce the pulse-initialization discrepancy; Rumoca event execution is blocked. See focused-results.md.,F3/F4: supported event/clock execution plus state-machine and sample-history contracts.,False
3635,"Add annotation ""unbounded"" to 1D mechanical sources",https://github.com/modelica/ModelicaStandardLibrary/issues/3635,True,NUMERIC,Possible symptom coverage only,Issue/discussion capability assessment; no execution verdict,4,Domain/Numeric/Solver/AssertSan may observe a reached failure; no executed issue-specific hit is established here.,Unbounded attributes on mechanical sources affect error scaling; no generic range violation proves the requested improvement.,"F6: scaled residual/rank/conditioning, progress budgets and high-precision error oracles.",False
3653,"Internal comments left over in Modelica.Media.Water.IF97_Utilities.BaseIF97.Regions.{hl_p_R4b, sv_p_R4b}",https://github.com/modelica/ModelicaStandardLibrary/issues/3653,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,6,None for the requested editorial/graphical change.,Leftover internal IF97 comments require editorial/source cleanup.,"Documentation, diagram, link and source-style validation.",False
3655,ModelicaServices.ExternalReferences.loadResource violates purity rules,https://github.com/modelica/ModelicaStandardLibrary/issues/3655,True,FRONTEND,Source/compiler analysis needed,Issue/discussion capability assessment; no execution verdict,2,Flattened numerical sanitizers do not implement these language/binding/effect checks.,loadResource purity violation needs source effect analysis across ModelicaServices/external calls.,"F2/F3: source-aware binding, definite assignment, effects, local balance and compiler support.",False
3671,Validity of clocked signals in reference results,https://github.com/modelica/ModelicaStandardLibrary/issues/3671,True,REFERENCE,Test/reference validation needed,Issue/discussion capability assessment; no execution verdict,6,"DifferentialSan can compare traces, but a disagreement is not proof and current alignment is inadequate.","Clocked signal references need clock phase, sample instant and hold semantics; pointwise unaligned traces are unsafe oracles.","F5: reference metadata, meaningful signals, event alignment and mixed tolerances.",False
3672,Gas Expansion factor in ValveCompressible,https://github.com/modelica/ModelicaStandardLibrary/issues/3672,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,0,None for the requested editorial/graphical change.,Expansion factor is called compressibility factor; reporter states there is no code impact.,"Documentation, diagram, link and source-style validation.",False
3680,Quality of DynamicPipeClosingValve reference result,https://github.com/modelica/ModelicaStandardLibrary/issues/3680,True,REFERENCE,Test/reference validation needed,Issue/discussion capability assessment; no execution verdict,2,"DifferentialSan can compare traces, but a disagreement is not proof and current alignment is inadequate.",DynamicPipeClosingValve reference quality needs solver refinement and invariant checks before treating reference differences as defects.,"F5: reference metadata, meaningful signals, event alignment and mixed tolerances.",False
3687,Functions returning uninitialized fields,https://github.com/modelica/ModelicaStandardLibrary/issues/3687,True,FRONTEND,Source/compiler analysis needed,Issue/discussion capability assessment; no execution verdict,5,Flattened numerical sanitizers do not implement these language/binding/effect checks.,"Umbrella includes record fields (overlaps #1910), empty arrays and Spice cases; retain subcases and use definite-assignment/shape analyses.","F2/F3: source-aware binding, definite assignment, effects, local balance and compiler support.",False
3711,New spikes in RectifierCenterTap2mPulse reference results,https://github.com/modelica/ModelicaStandardLibrary/issues/3711,True,REFERENCE,Test/reference validation needed,Issue/discussion capability assessment; no execution verdict,6,"DifferentialSan can compare traces, but a disagreement is not proof and current alignment is inadequate.",Rectifier spikes in reference data need event-aware comparison and a physical switching oracle; the reference may be wrong.,"F5: reference metadata, meaningful signals, event alignment and mixed tolerances.",False
3713,Ill-conditioned result variable in Dimmer_RL,https://github.com/modelica/ModelicaStandardLibrary/issues/3713,True,REFERENCE,Test/reference validation needed,Issue/discussion capability assessment; no execution verdict,4,"DifferentialSan can compare traces, but a disagreement is not proof and current alignment is inadequate.",Dimmer_RL comparison variable is ill-conditioned; use stable observables and scaled tolerances.,"F5: reference metadata, meaningful signals, event alignment and mixed tolerances.",False
3714,redundant variable definition in the sub package of Modelica.Fluid.Pipes.BaseClasses.WallFriction,https://github.com/modelica/ModelicaStandardLibrary/issues/3714,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,1,No detection claim: requested behavior/API must first be specified.,Redundant WallFriction variable is cleanup unless an actual behavior/performance effect is demonstrated.,"API design, compatibility and targeted regression tests.",False
3734,Primary and secondary vs. side 1 and 2,https://github.com/modelica/ModelicaStandardLibrary/issues/3734,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,2,None for the requested editorial/graphical change.,Primary/secondary terminology is naming/documentation policy.,"Documentation, diagram, link and source-style validation.",False
3739,Improve inheritance of classes in MultiBody,https://github.com/modelica/ModelicaStandardLibrary/issues/3739,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,8,No detection claim: requested behavior/API must first be specified.,MultiBody inheritance improvements require API and elaboration regression checks.,"API design, compatibility and targeted regression tests.",False
3747,Node temperatures of pipe not sufficient for BasicHX,https://github.com/modelica/ModelicaStandardLibrary/issues/3747,True,CONTRACT,Semantic oracle needed,Issue/discussion capability assessment; no execution verdict,4,Finite plausible wrong results generally pass numeric/domain checks; generic physical checks do not encode this contract.,BasicHX temperatures require a mesh-convergence or analytic heat-exchanger oracle; finite temperatures can remain materially inaccurate.,"F4/F8: API metamorphic, analytic, thermodynamic or component-specific physical contracts.",False
3761,Apply 1D Torque to 3D Revolute Joint without torque reaction,https://github.com/modelica/ModelicaStandardLibrary/issues/3761,True,CONTRACT,Semantic oracle needed,Issue/discussion capability assessment; no execution verdict,9,Finite plausible wrong results generally pass numeric/domain checks; generic physical checks do not encode this contract.,1D torque applied to a 3D joint needs support/reaction-frame semantics and total angular-momentum checks.,"F4/F8: API metamorphic, analytic, thermodynamic or component-specific physical contracts.",False
3769,Revision of RevisionHistory,https://github.com/modelica/ModelicaStandardLibrary/issues/3769,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,11,None for the requested editorial/graphical change.,RevisionHistory organization is editorial maintenance.,"Documentation, diagram, link and source-style validation.",False
3772,PowerConverters...Delta: Bad icon and name,https://github.com/modelica/ModelicaStandardLibrary/issues/3772,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,2,None for the requested editorial/graphical change.,Delta icon/name correctness needs diagram and naming checks.,"Documentation, diagram, link and source-style validation.",False
3775,Why should function names start with a lower case letter?,https://github.com/modelica/ModelicaStandardLibrary/issues/3775,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,4,None for the requested editorial/graphical change.,Lowercase function-name policy is a style convention question.,"Documentation, diagram, link and source-style validation.",False
3789,String length of UTF-8 stings,https://github.com/modelica/ModelicaStandardLibrary/issues/3789,True,EXTERNAL,External/platform scope,Issue/discussion capability assessment; no execution verdict,20,"Modelica numerical sanitizers do not validate platform, file, C ABI or FMI protocols.","UTF-8 string length is an encoding/API contract, not numerical-domain safety; test code points/bytes according to the language specification.","F9: platform CI, C/ABI/resource instrumentation, file and FMI contract tests.",False
3793,2D table extrapolation documentation clarification request,https://github.com/modelica/ModelicaStandardLibrary/issues/3793,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,9,None for the requested editorial/graphical change.,2D table extrapolation needs precise API documentation; use documented boundary examples as future contracts.,"Documentation, diagram, link and source-style validation.",False
3795,Modelica.Fluid.Fittings.SimpleGenericOrifice zeta parameter value,https://github.com/modelica/ModelicaStandardLibrary/issues/3795,True,FRONTEND,Source/compiler analysis needed,Issue/discussion capability assessment; no execution verdict,0,Flattened numerical sanitizers do not implement these language/binding/effect checks.,zeta can remain unset in a branch indirectly used by dp_nominal; needs conditional parameter-binding/definite-value analysis.,"F2/F3: source-aware binding, definite assignment, effects, local balance and compiler support.",False
3799,Two AST_BatchPlant examples have no margin of error in initial tank levels,https://github.com/modelica/ModelicaStandardLibrary/issues/3799,True,INIT,Possible initialization symptom only,Issue/discussion capability assessment; no execution verdict,1,"InitSan/InitStaticSan/StructureSan and SolverSan can expose candidates or failures, not prove the reported root cause.",Tank initial levels at a boundary have no error margin; distinguish legal initialization/tolerance robustness from arbitrary illegal perturbations.,"F6: branch/homotopy-aware initialization with numerical rank, binding and residual evidence.",False
3820,skipWhiteSpace under-documented,https://github.com/modelica/ModelicaStandardLibrary/issues/3820,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,3,None for the requested editorial/graphical change.,"skipWhiteSpace behavior needs API documentation/examples, not a numeric sanitizer.","Documentation, diagram, link and source-style validation.",False
3853,Units.LogarithmicDecrement has units of Ohms (1/S).,https://github.com/modelica/ModelicaStandardLibrary/issues/3853,True,UNIT,Partial dimensional capability,Issue/discussion capability assessment; no execution verdict,2,DimensionSan can flag known incompatible additive/relational units; this row has no demonstrated hit.,LogarithmicDecrement has the wrong declared unit; expression checks cannot infer the intended physical quantity from its name.,"F7: unit propagation through bindings, calls, powers and quantity/conversion metadata.",False
3855,Impure function called from pure function MemoryBase.getMemory,https://github.com/modelica/ModelicaStandardLibrary/issues/3855,True,FRONTEND,Source/compiler analysis needed,Issue/discussion capability assessment; no execution verdict,2,Flattened numerical sanitizers do not implement these language/binding/effect checks.,"MemoryBase.getMemory purity requires transitive effect checking, overlapping the broader #4182 audit.","F2/F3: source-aware binding, definite assignment, effects, local balance and compiler support.",False
3856,Calling impure function print from equation section in Inverse_sine example,https://github.com/modelica/ModelicaStandardLibrary/issues/3856,True,FRONTEND,Source/compiler analysis needed,Issue/discussion capability assessment; no execution verdict,6,Flattened numerical sanitizers do not implement these language/binding/effect checks.,Impure print in an equation section is a language/effect-system violation; check source context before flattening.,"F2/F3: source-aware binding, definite assignment, effects, local balance and compiler support.",False
3857,More pure functions that contains calls to impure functions,https://github.com/modelica/ModelicaStandardLibrary/issues/3857,True,FRONTEND,Source/compiler analysis needed,Issue/discussion capability assessment; no execution verdict,0,Flattened numerical sanitizers do not implement these language/binding/effect checks.,Pure functions calling impure functions need a transitive source call graph; overlaps #4182.,"F2/F3: source-aware binding, definite assignment, effects, local balance and compiler support.",False
3858,Suspicious reference result for Modelica.Clocked.Examples.Elementary.ClockSignals.LogicalSample,https://github.com/modelica/ModelicaStandardLibrary/issues/3858,True,REFERENCE,Test/reference validation needed,Issue/discussion capability assessment; no execution verdict,16,"DifferentialSan can compare traces, but a disagreement is not proof and current alignment is inadequate.",LogicalSample reference looks suspicious; overlaps clock/event coincidence discussions #4063 and #4731.,"F5: reference metadata, meaningful signals, event alignment and mixed tolerances.",False
3877,Missing vector * matrix implementation in Complex,https://github.com/modelica/ModelicaStandardLibrary/issues/3877,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,1,No detection claim: requested behavior/API must first be specified.,Complex vector/matrix multiplication is a missing operator implementation.,"API design, compatibility and targeted regression tests.",False
3883,SweptVolume should have two Translational Flanges,https://github.com/modelica/ModelicaStandardLibrary/issues/3883,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,19,No detection claim: requested behavior/API must first be specified.,"Second SweptVolume flange is a support/interface enhancement, also discussed in #4153.","API design, compatibility and targeted regression tests.",False
3909,Breaking ModelicaServices cyclic dependency on Modelica,https://github.com/modelica/ModelicaStandardLibrary/issues/3909,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,36,No detection claim: requested behavior/API must first be specified.,Breaking a ModelicaServices dependency cycle is library architecture/build work.,"API design, compatibility and targeted regression tests.",False
3917,Modelica.Fluid uses non-SI units,https://github.com/modelica/ModelicaStandardLibrary/issues/3917,True,UNIT,Partial dimensional capability,Issue/discussion capability assessment; no execution verdict,0,DimensionSan can flag known incompatible additive/relational units; this row has no demonstrated hit.,Non-SI units in Fluid require conversion/API policy checks; non-SI use is not automatically a dimensional error.,"F7: unit propagation through bindings, calls, powers and quantity/conversion metadata.",False
3925,Release cycle of MSL,https://github.com/modelica/ModelicaStandardLibrary/issues/3925,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,3,No detection claim: requested behavior/API must first be specified.,"Release cadence is project governance, not model correctness.","API design, compatibility and targeted regression tests.",False
3931,Vector/arrow visualization,https://github.com/modelica/ModelicaStandardLibrary/issues/3931,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,5,No detection claim: requested behavior/API must first be specified.,Vector/arrow visualization is a rendering capability request.,"API design, compatibility and targeted regression tests.",False
3934,Leftovers in Modelica.Mechanics.MultiBody.World from adding vector visualizer?,https://github.com/modelica/ModelicaStandardLibrary/issues/3934,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,2,No detection claim: requested behavior/API must first be specified.,World leftovers after vector visualization need dependency/cleanup review.,"API design, compatibility and targeted regression tests.",False
3946,Support Unicode Strings in MSL,https://github.com/modelica/ModelicaStandardLibrary/issues/3946,True,EXTERNAL,External/platform scope,Issue/discussion capability assessment; no execution verdict,10,"Modelica numerical sanitizers do not validate platform, file, C ABI or FMI protocols.",Unicode support is an umbrella including Windows-path #4773; use platform/encoding regression tests without double-counting subissues.,"F9: platform CI, C/ABI/resource instrumentation, file and FMI contract tests.",False
3950,How to specify models that are meant to fail in a specific way in ModelicaTest?,https://github.com/modelica/ModelicaStandardLibrary/issues/3950,True,REFERENCE,Test/reference validation needed,Issue/discussion capability assessment; no execution verdict,23,"DifferentialSan can compare traces, but a disagreement is not proof and current alignment is inadequate.",Expected-failure annotations should distinguish correct diagnostics from failures of the test harness; overlaps #1292.,"F5: reference metadata, meaningful signals, event alignment and mixed tolerances.",False
3962,"How can I display the input item of ""nports""  in the parameter window ?",https://github.com/modelica/ModelicaStandardLibrary/issues/3962,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,1,None for the requested editorial/graphical change.,nports parameter-window visibility is GUI annotation behavior.,"Documentation, diagram, link and source-style validation.",False
3969,Improve error handling of loadResource(),https://github.com/modelica/ModelicaStandardLibrary/issues/3969,True,EXTERNAL,External/platform scope,Issue/discussion capability assessment; no execution verdict,1,"Modelica numerical sanitizers do not validate platform, file, C ABI or FMI protocols.",loadResource error behavior depends on the tool's ModelicaServices implementation; distinguish template stubs from resolved runtime services.,"F9: platform CI, C/ABI/resource instrumentation, file and FMI contract tests.",False
3970,Overriding final parameters,https://github.com/modelica/ModelicaStandardLibrary/issues/3970,True,FRONTEND,Source/compiler analysis needed,Issue/discussion capability assessment; no execution verdict,5,Flattened numerical sanitizers do not implement these language/binding/effect checks.,Overriding final parameters needs modifier legality and binding provenance; a downstream finite value does not expose an ignored modifier.,"F2/F3: source-aware binding, definite assignment, effects, local balance and compiler support.",False
3977,Rotational freewheel,https://github.com/modelica/ModelicaStandardLibrary/issues/3977,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,1,No detection claim: requested behavior/API must first be specified.,Rotational freewheel requests component behavior beyond generic numerical validity.,"API design, compatibility and targeted regression tests.",False
3978,"Icon and Diagram color of Modelica.Icons.SignalBus, SignalSubBus",https://github.com/modelica/ModelicaStandardLibrary/issues/3978,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,1,None for the requested editorial/graphical change.,SignalBus icon/diagram colors need style validation.,"Documentation, diagram, link and source-style validation.",False
3992,Transparency input for all MultiBody visualizers,https://github.com/modelica/ModelicaStandardLibrary/issues/3992,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,9,No detection claim: requested behavior/API must first be specified.,Visualizer transparency input is a rendering API enhancement.,"API design, compatibility and targeted regression tests.",False
3994,"Truncated prefix of ""Modelica"" in metadata",https://github.com/modelica/ModelicaStandardLibrary/issues/3994,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,1,None for the requested editorial/graphical change.,Truncated Modelica prefix is metadata/presentation correctness.,"Documentation, diagram, link and source-style validation.",False
3995,Change record name form MuMetall to MuMetal,https://github.com/modelica/ModelicaStandardLibrary/issues/3995,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,0,None for the requested editorial/graphical change.,MuMetall record spelling change requires name/conversion validation.,"Documentation, diagram, link and source-style validation.",False
3996,Silent error handling for Modelica.Utilities.Files.copy ,https://github.com/modelica/ModelicaStandardLibrary/issues/3996,True,EXTERNAL,External/platform scope,Issue/discussion capability assessment; no execution verdict,4,"Modelica numerical sanitizers do not validate platform, file, C ABI or FMI protocols.","Files.copy request is recoverable error-status behavior; existing halt-with-diagnostic can be intentional, not silent numerical corruption.","F9: platform CI, C/ABI/resource instrumentation, file and FMI contract tests.",False
4000,Unclear behaviour of Mechanics.Rotational.Components.LossyGear,https://github.com/modelica/ModelicaStandardLibrary/issues/4000,True,UNRESOLVED,Not established,Issue/discussion capability assessment; no execution verdict,3,No defensible defect/detectability verdict from the current evidence; do not count as clean or missed.,LossyGear locking may reflect intended friction behavior; require operating-point and friction-law agreement before assigning a bug verdict.,Resolve the stated contract/version/reproducer uncertainty; then choose an oracle.,False
4001,HTML issue in Modelica.UsersGuide.ReleaseNotes.Version_1_5,https://github.com/modelica/ModelicaStandardLibrary/issues/4001,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,1,None for the requested editorial/graphical change.,Release-note HTML needs markup/link/rendering validation.,"Documentation, diagram, link and source-style validation.",False
4002,StateGraph example event handling clarification,https://github.com/modelica/ModelicaStandardLibrary/issues/4002,True,EVENT,Temporal oracle needed,Issue/discussion capability assessment; no execution verdict,1,"EventSan/ZenoSan measure event activity; they do not specify phase, sample delay, polarity or transition priority.",StateGraph behavior under simultaneous events needs an explicit transition-priority/temporal contract.,F3/F4: supported event/clock execution plus state-machine and sample-history contracts.,False
4003,Declare parameter records as replaceable?,https://github.com/modelica/ModelicaStandardLibrary/issues/4003,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,0,No detection claim: requested behavior/API must first be specified.,Replaceable parameter records require API design and modifier/elaboration compatibility checks.,"API design, compatibility and targeted regression tests.",False
4005,"PartialMedium.Input* connectors should use Medium. types, not SI.",https://github.com/modelica/ModelicaStandardLibrary/issues/4005,True,UNIT,Partial dimensional capability,Issue/discussion capability assessment; no execution verdict,0,DimensionSan can flag known incompatible additive/relational units; this row has no demonstrated hit.,Medium versus SI connector types concern inherited nominal/unit metadata; check type/attribute propagation rather than scalar finiteness.,"F7: unit propagation through bindings, calls, powers and quantity/conversion metadata.",False
4013,regStep and smoothStep,https://github.com/modelica/ModelicaStandardLibrary/issues/4013,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,1,No detection claim: requested behavior/API must first be specified.,Requests a discoverable regularization-function package and monotone option; no demonstrated regStep/smoothStep wrong result.,"API design, compatibility and targeted regression tests.",False
4016,Clocked.Sampler.SuperSampleInterpolated possibly unwanted behaviour,https://github.com/modelica/ModelicaStandardLibrary/issues/4016,True,EVENT,Temporal oracle needed,Issue/discussion capability assessment; no execution verdict,0,"EventSan/ZenoSan measure event activity; they do not specify phase, sample delay, polarity or transition priority.",SuperSampleInterpolated behavior needs a tick-index/interpolation oracle with exact clock alignment.,F3/F4: supported event/clock execution plus state-machine and sample-history contracts.,False
4026,Obsolete tool-specific hack in 'state1' and friends?,https://github.com/modelica/ModelicaStandardLibrary/issues/4026,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,4,No detection claim: requested behavior/API must first be specified.,Removing a tool-specific state workaround requires cross-tool regression evidence; its presence is not intrinsically a model defect.,"API design, compatibility and targeted regression tests.",False
4028,Thermodynamic inconsistency of Modelica.Media.Interfaces.PartialLinearFluid?,https://github.com/modelica/ModelicaStandardLibrary/issues/4028,True,UNRESOLVED,Not established,Issue/discussion capability assessment; no execution verdict,2,No defensible defect/detectability verdict from the current evidence; do not count as clean or missed.,PartialLinearFluid consistency depends on its linearization assumptions; thermodynamic derivative identities need an agreed approximation tolerance.,Resolve the stated contract/version/reproducer uncertainty; then choose an oracle.,False
4029,Very ill-conditioned initialization in ComparisonPullInStroke,https://github.com/modelica/ModelicaStandardLibrary/issues/4029,True,NUMERIC,Possible symptom coverage only,Issue/discussion capability assessment; no execution verdict,7,Domain/Numeric/Solver/AssertSan may observe a reached failure; no executed issue-specific hit is established here.,PullInStroke initialization is reported extremely ill-conditioned; structural matching cannot replace scaled numerical rank/conditioning evidence.,"F6: scaled residual/rank/conditioning, progress budgets and high-precision error oracles.",False
4034,Documentation of Surface visualizer is misleading,https://github.com/modelica/ModelicaStandardLibrary/issues/4034,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,10,None for the requested editorial/graphical change.,Surface visualizer prose must match rendering/API semantics.,"Documentation, diagram, link and source-style validation.",False
4046,Units for mathematical constants?,https://github.com/modelica/ModelicaStandardLibrary/issues/4046,True,UNIT,Partial dimensional capability,Issue/discussion capability assessment; no execution verdict,15,DimensionSan can flag known incompatible additive/relational units; this row has no demonstrated hit.,Units for constants and context-polymorphic literals are specification-sensitive; blanket dimensionless inference would create false positives.,"F7: unit propagation through bindings, calls, powers and quantity/conversion metadata.",False
4050,Use unit consistent calculation of default machine parameters,https://github.com/modelica/ModelicaStandardLibrary/issues/4050,True,UNIT,Partial dimensional capability,Issue/discussion capability assessment; no execution verdict,0,DimensionSan can flag known incompatible additive/relational units; this row has no demonstrated hit.,"Machine default-parameter formulas need dimensional inference through constants, powers and bindings.","F7: unit propagation through bindings, calls, powers and quantity/conversion metadata.",False
4058,"MoistAir, error in massFraction_pTphi",https://github.com/modelica/ModelicaStandardLibrary/issues/4058,True,UNRESOLVED,Not established,Issue/discussion capability assessment; no execution verdict,6,No defensible defect/detectability verdict from the current evidence; do not count as clean or missed.,Discussion corrects the target to ReferenceMoistAir and disputes ideal-gas assumptions; do not report the original MoistAir accusation as confirmed.,Resolve the stated contract/version/reproducer uncertainty; then choose an oracle.,False
4062,"Wrong definition of units involving ""eV""",https://github.com/modelica/ModelicaStandardLibrary/issues/4062,True,UNIT,Partial dimensional capability,Issue/discussion capability assessment; no execution verdict,14,DimensionSan can flag known incompatible additive/relational units; this row has no demonstrated hit.,"Electron-volt quantities need correct conversion factors and quantity semantics, not just SI dimensional exponents.","F7: unit propagation through bindings, calls, powers and quantity/conversion metadata.",False
4063,Ill-defined event clock tick in LogicalSample,https://github.com/modelica/ModelicaStandardLibrary/issues/4063,True,REFERENCE,Test/reference validation needed,Issue/discussion capability assessment; no execution verdict,2,"DifferentialSan can compare traces, but a disagreement is not proof and current alignment is inadequate.",LogicalSample event tick is ill-defined; overlaps #3858/#4731 and requires simultaneous-event/reference semantics.,"F5: reference metadata, meaningful signals, event alignment and mixed tolerances.",False
4068,Fluid/Pipe model,https://github.com/modelica/ModelicaStandardLibrary/issues/4068,True,UNRESOLVED,Not established,Issue/discussion capability assessment; no execution verdict,0,No defensible defect/detectability verdict from the current evidence; do not count as clean or missed.,Pipe/choked-flow expectations may exceed the selected approximation; reproduce within the model's supported physical regime.,Resolve the stated contract/version/reproducer uncertainty; then choose an oracle.,False
4069,Problematic to compare h_outflow when m_flow is zero,https://github.com/modelica/ModelicaStandardLibrary/issues/4069,True,REFERENCE,Test/reference validation needed,Issue/discussion capability assessment; no execution verdict,2,"DifferentialSan can compare traces, but a disagreement is not proof and current alignment is inadequate.",Outflow enthalpy at zero mass flow is a poor comparison signal; use flow-weighted energy and meaningful active-port quantities.,"F5: reference metadata, meaningful signals, event alignment and mixed tolerances.",False
4075,Icon layout of TerminateSimulation similar to 'expression' sources,https://github.com/modelica/ModelicaStandardLibrary/issues/4075,True,DOCUMENTATION,Outside numerical scope,Issue/discussion capability assessment; no execution verdict,2,None for the requested editorial/graphical change.,TerminateSimulation icon layout is graphical consistency work.,"Documentation, diagram, link and source-style validation.",False
4078,Unit error in Modelica.Electrical.Analog.Examples.CauerLowPassOPV,https://github.com/modelica/ModelicaStandardLibrary/issues/4078,True,UNIT,Partial dimensional capability,Issue/discussion capability assessment; no execution verdict,1,DimensionSan can flag known incompatible additive/relational units; this row has no demonstrated hit.,Cauer filter capacitance formula uses dimensional literals; current checker cannot guarantee detection through context inference/powers/bindings.,"F7: unit propagation through bindings, calls, powers and quantity/conversion metadata.",False
4079,Unit error in Modelica.Electrical.Analog.Examples.CauerLowPassAnalog,https://github.com/modelica/ModelicaStandardLibrary/issues/4079,True,UNIT,Partial dimensional capability,Issue/discussion capability assessment; no execution verdict,2,DimensionSan can flag known incompatible additive/relational units; this row has no demonstrated hit.,CauerLowPassAnalog unit report has the same dimensional-literal/inference limitation as #4078.,"F7: unit propagation through bindings, calls, powers and quantity/conversion metadata.",False
4082,Migration of website search index configuration necessary,https://github.com/modelica/ModelicaStandardLibrary/issues/4082,True,EXTERNAL,External/platform scope,Issue/discussion capability assessment; no execution verdict,0,"Modelica numerical sanitizers do not validate platform, file, C ABI or FMI protocols.",Website search-index migration is website/deployment configuration outside numerical model execution.,"F9: platform CI, C/ABI/resource instrumentation, file and FMI contract tests.",False
4083,How should specular coefficient be applied?,https://github.com/modelica/ModelicaStandardLibrary/issues/4083,True,ENHANCEMENT,Feature/design request,Issue/discussion capability assessment; no execution verdict,6,No detection claim: requested behavior/API must first be specified.,Specular coefficient interpretation needs a rendering contract and image-based validation.,"API design, compatibility and targeted regression tests.",False
4085,Strange quantities of TimeAging and ChargeAging,https://github.com/modelica/ModelicaStandardLibrary/issues/4085,True,UNIT,Partial dimensional capability,Issue/discussion capability assessment; no execution verdict,1,DimensionSan can flag known incompatible additive/relational units; this row has no demonstrated hit.,Quantity names TimeAging/ChargeAging need semantic type-policy review; numerical dimension checking alone cannot decide naming correctness.,"F7: unit propagation through bindings, calls, powers and quantity/conversion metadata.",False
4086,Some types in Units don't specify quantity,https://github.com/modelica/ModelicaStandardLibrary/issues/4086,True,UNIT,Partial dimensional capability,Issue/discussion capability assessment; no execution verdict,3,DimensionSan can flag known incompatible additive/relational units; this row has no demonstrated hit.,"Missing quantity metadata is a declaration-completeness check, not proof of inconsistent equations.","F7: unit propagation through bindings, calls, powers and quantity/conversion metadata.",False
