id,verdict,group,tier,sanitizer_kind,model,target,declaration,original,report,omc_outcome,reason,proposed_action
FINDING-01265,false-positive,divisor-guarded-by-assertion,Candidate,divisor-guarded-by-assertion,Modelica.Electrical.Batteries.Examples.SuperCapDischargeCharge,superCap.conductor.alpha,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Analog/Basic/Conductor.mo:16,FINDING-supercapdischargecharge-supercap-conductor-alpha-divguarded.md,false-positives/FINDING-01265.md,,"The complete denominator is protected by an existing assertion. The zero assignment is outside the model's admitted domain, so this is not an unguarded divide-by-zero defect.",Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01266,confirmed,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Electrical.Batteries.Examples.SuperCapDischargeCharge,superCap.Vnom,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Batteries/BatteryStacks/SuperCap.mo:22,FINDING-supercapdischargecharge-supercap-vnom-divzero.md,confirmed/FINDING-01266.md,confirmed-by-omc,"The exact reported witness was placed in a generated Modelica subclass before translation. The unmodified model executed cleanly, while OpenModelica rejected the trigger with a numerical failure such as division by zero, a non-finite result, or a singular system.","Constrain or assert the complete denominator away from zero before evaluating the division. If zero has a meaningful limit, implement an explicit algebraic branch; do not hide it with an epsilon."
FINDING-01267,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.DcdcInverter,RonT,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Examples/ControlledDCDrives/Utilities/DcdcInverter.mo:10,FINDING-dcdcinverter-ront-intent.md,advisory/FINDING-01267.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-01268,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.DcdcInverter,GoffT,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Examples/ControlledDCDrives/Utilities/DcdcInverter.mo:13,FINDING-dcdcinverter-gofft-intent.md,advisory/FINDING-01268.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-01269,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.DcdcInverter,RonD,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Examples/ControlledDCDrives/Utilities/DcdcInverter.mo:19,FINDING-dcdcinverter-rond-intent.md,advisory/FINDING-01269.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-01270,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.DcdcInverter,GoffD,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Examples/ControlledDCDrives/Utilities/DcdcInverter.mo:22,FINDING-dcdcinverter-goffd-intent.md,advisory/FINDING-01270.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-01271,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.DcdcInverter,vDCFilter.T,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Blocks/Continuous.mo:370,FINDING-dcdcinverter-vdcfilter-t-divzero.md,unresolved/FINDING-01271.md,unresolved-baseline-fails,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `unresolved-baseline-fails`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-01272,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.DcdcInverter,iMotFilter.T,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Blocks/Continuous.mo:370,FINDING-dcdcinverter-imotfilter-t-divzero.md,unresolved/FINDING-01272.md,unresolved-baseline-fails,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `unresolved-baseline-fails`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-01273,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.DcdcInverter,idealDcDc.deadTime.T,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Blocks/Continuous.mo:370,FINDING-dcdcinverter-idealdcdc-deadtime-t-divzero.md,unresolved/FINDING-01273.md,unresolved-baseline-fails,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `unresolved-baseline-fails`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-01274,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.DcdcInverter,vMotFilter.T,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Blocks/Continuous.mo:370,FINDING-dcdcinverter-vmotfilter-t-divzero.md,unresolved/FINDING-01274.md,unresolved-baseline-fails,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `unresolved-baseline-fails`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-01275,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.DcdcInverter,iDCFilter.T,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Blocks/Continuous.mo:370,FINDING-dcdcinverter-idcfilter-t-divzero.md,unresolved/FINDING-01275.md,unresolved-baseline-fails,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `unresolved-baseline-fails`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-01276,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.DcdcInverter,fS,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Examples/ControlledDCDrives/Utilities/DcdcInverter.mo:5,FINDING-dcdcinverter-fs-divzero.md,unresolved/FINDING-01276.md,unresolved-baseline-fails,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `unresolved-baseline-fails`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-01277,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.DcdcInverter,fS,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Examples/ControlledDCDrives/Utilities/DcdcInverter.mo:5,FINDING-dcdcinverter-fs-divzero-2.md,unresolved/FINDING-01277.md,unresolved-baseline-fails,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `unresolved-baseline-fails`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-01278,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.DcdcInverter,fS,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Examples/ControlledDCDrives/Utilities/DcdcInverter.mo:6,FINDING-dcdcinverter-fs-divzero-3.md,unresolved/FINDING-01278.md,unresolved-baseline-fails,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `unresolved-baseline-fails`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-01279,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.DcdcInverter,fS,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Examples/ControlledDCDrives/Utilities/DcdcInverter.mo:6,FINDING-dcdcinverter-fs-divzero-4.md,unresolved/FINDING-01279.md,unresolved-baseline-fails,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `unresolved-baseline-fails`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-01280,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.DcdcInverter,idealDcDc.Ti,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Examples/ControlledDCDrives/Utilities/IdealDcDc.mo:31,FINDING-dcdcinverter-idealdcdc-ti-divzero.md,unresolved/FINDING-01280.md,unresolved-baseline-fails,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `unresolved-baseline-fails`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-01281,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.IdealDcDc,deadTime.T,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Blocks/Continuous.mo:370,FINDING-idealdcdc-deadtime-t-divzero.md,unresolved/FINDING-01281.md,unresolved-baseline-fails,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `unresolved-baseline-fails`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-01282,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.IdealDcDc,Ti,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Examples/ControlledDCDrives/Utilities/IdealDcDc.mo:31,FINDING-idealdcdc-ti-divzero.md,unresolved/FINDING-01282.md,unresolved-baseline-fails,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `unresolved-baseline-fails`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-01283,confirmed,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Electrical.Machines.Examples.ControlledDCDrives.Utilities.LimitedPI,k,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Examples/ControlledDCDrives/Utilities/LimitedPI.mo:71,FINDING-limitedpi-k-divzero.md,confirmed/FINDING-01283.md,confirmed-by-omc,"The exact reported witness was placed in a generated Modelica subclass before translation. The unmodified model executed cleanly, while OpenModelica rejected the trigger with a numerical failure such as division by zero, a non-finite result, or a singular system.","Constrain or assert the complete denominator away from zero before evaluating the division. If zero has a meaningful limit, implement an explicit algebraic branch; do not hide it with an epsilon."
FINDING-01284,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcpmData.coreParameters.GcRef,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Losses/CoreParameters.mo:18,FINDING-dc-comparecharacteristics-dcpmdata-coreparameters-gcref-zerolimit.md,false-positives/FINDING-01284.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01285,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcpm.coreParameters.GcRef,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Losses/CoreParameters.mo:18,FINDING-dc-comparecharacteristics-dcpm-coreparameters-gcref-zerolimit.md,false-positives/FINDING-01285.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01286,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcpm.core.coreParameters.GcRef,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Losses/CoreParameters.mo:18,FINDING-dc-comparecharacteristics-dcpm-core-coreparameters-gcref-zerolimit.md,false-positives/FINDING-01286.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01287,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dceeData.coreParameters.GcRef,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Losses/CoreParameters.mo:18,FINDING-dc-comparecharacteristics-dceedata-coreparameters-gcref-zerolimit.md,false-positives/FINDING-01287.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01288,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcee.lesigma.L,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/BasicMachines/Components/InductorDC.mo:5,FINDING-dc-comparecharacteristics-dcee-lesigma-l-zerolimit.md,false-positives/FINDING-01288.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01289,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcee.Lesigma,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/BasicMachines/DCMachines/DC_ElectricalExcited.mo:82,FINDING-dc-comparecharacteristics-dcee-lesigma-zerolimit.md,false-positives/FINDING-01289.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01290,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcee.coreParameters.GcRef,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Losses/CoreParameters.mo:18,FINDING-dc-comparecharacteristics-dcee-coreparameters-gcref-zerolimit.md,false-positives/FINDING-01290.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01291,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcee.core.coreParameters.GcRef,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Losses/CoreParameters.mo:18,FINDING-dc-comparecharacteristics-dcee-core-coreparameters-gcref-zerolimit.md,false-positives/FINDING-01291.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01292,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcseData.coreParameters.GcRef,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Losses/CoreParameters.mo:18,FINDING-dc-comparecharacteristics-dcsedata-coreparameters-gcref-zerolimit.md,false-positives/FINDING-01292.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01293,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcse.lesigma.L,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/BasicMachines/Components/InductorDC.mo:5,FINDING-dc-comparecharacteristics-dcse-lesigma-l-zerolimit.md,false-positives/FINDING-01293.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01294,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcse.Lesigma,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/BasicMachines/DCMachines/DC_SeriesExcited.mo:86,FINDING-dc-comparecharacteristics-dcse-lesigma-zerolimit.md,false-positives/FINDING-01294.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01295,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcse.coreParameters.GcRef,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Losses/CoreParameters.mo:18,FINDING-dc-comparecharacteristics-dcse-coreparameters-gcref-zerolimit.md,false-positives/FINDING-01295.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01296,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcse.core.coreParameters.GcRef,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Losses/CoreParameters.mo:18,FINDING-dc-comparecharacteristics-dcse-core-coreparameters-gcref-zerolimit.md,false-positives/FINDING-01296.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01297,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,JLoad,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Examples/DCMachines/DC_CompareCharacteristics.mo:10,FINDING-dc-comparecharacteristics-jload-zerolimit.md,false-positives/FINDING-01297.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01298,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcpmData.Jr,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Utilities/ParameterRecords/DcPermanentMagnetData.mo:5,FINDING-dc-comparecharacteristics-dcpmdata-jr-intent.md,advisory/FINDING-01298.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-01299,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcpmData.Js,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Utilities/ParameterRecords/DcPermanentMagnetData.mo:6,FINDING-dc-comparecharacteristics-dcpmdata-js-intent.md,advisory/FINDING-01299.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-01300,false-positive,ideal-dc-machine-data,Candidate,physical-domain-unenforced,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcpmData.Ra,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Utilities/ParameterRecords/DcPermanentMagnetData.mo:19,FINDING-dc-comparecharacteristics-dcpmdata-ra-unbounded.md,false-positives/FINDING-01300.md,,"This field represents zero-loss armature resistance and is forwarded to a component that uses it multiplicatively: torque balance for inertia, v=R*i for resistance, or v=L*der(i) for inductance. None intrinsically requires division by the field. A specific drive train can still be inconsistent; the missing strictly-positive record bound alone is not a bug.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01301,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcpmData.La,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Utilities/ParameterRecords/DcPermanentMagnetData.mo:28,FINDING-dc-comparecharacteristics-dcpmdata-la-intent.md,advisory/FINDING-01301.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-01302,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcpm.airGapDC.Le,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/BasicMachines/Components/AirGapDC.mo:4,FINDING-dc-comparecharacteristics-dcpm-airgapdc-le-zerolimit.md,false-positives/FINDING-01302.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01303,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcpm.Lme,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/BasicMachines/DCMachines/DC_PermanentMagnet.mo:38,FINDING-dc-comparecharacteristics-dcpm-lme-zerolimit.md,false-positives/FINDING-01303.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01304,false-positive,ideal-dc-armature-ra,Candidate,physical-domain-unenforced,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcpm.Ra,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Interfaces/PartialBasicDCMachine.mo:17,FINDING-dc-comparecharacteristics-dcpm-ra-unbounded.md,false-positives/FINDING-01304.md,,"Ra is passed to Basic.Resistor, whose contract explicitly supports zero and signed resistance; zero removes armature copper loss. The partial machine source has no unconditional reciprocal of this parameter. A particular initialization can still be topology-dependent.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01305,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcpm.La,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Interfaces/PartialBasicDCMachine.mo:26,FINDING-dc-comparecharacteristics-dcpm-la-zerolimit.md,false-positives/FINDING-01305.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01306,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcpm.la.L,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/BasicMachines/Components/InductorDC.mo:5,FINDING-dc-comparecharacteristics-dcpm-la-l-zerolimit.md,false-positives/FINDING-01306.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-01307,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Electrical.Machines.Examples.DCMachines.DC_CompareCharacteristics,dcpm.Jr,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Electrical/Machines/Interfaces/PartialBasicMachine.mo:5,FINDING-dc-comparecharacteristics-dcpm-jr-zerolimit.md,false-positives/FINDING-01307.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
